,rct,tsi,stfi,caliper,moisture,basisweight,cull,prediction
3,121.0,-0.8479152748986722,-2.3182560601434847,-2.5369357198850326,-0.4193307229596703,-5.673515236681102,-0.22073719270170833,107.49960432888415
7,122.0,-2.567359076124854,-2.0994808231984354,-2.001164899011283,1.2847471020024777,-3.0425241438836728,-0.22073719270170833,108.70253992741134
8,76.0,-0.7381635429055142,-1.9619649599758326,-2.0830187744225506,0.6432119208402581,-2.1645213824111362,-2.8514079616278054,80.97047037925762
9,74.0,-0.5918279002479668,-2.0682272179205707,-2.0681362516205017,1.445130897293033,-2.12730935242891,-2.8514079616278054,80.59614187923535
10,77.0,-0.4820761682548056,-1.8994577494201041,-2.1090631893261356,1.2446511531798397,-2.125297891348789,-2.8514079616278054,80.64884431926711
11,76.0,-0.18940488293971094,-1.8702877178274306,-2.0792981437220384,0.7634997673081738,-2.119263508108428,-2.8514079616278054,81.0969628936711
12,83.0,-0.07965315094654964,-2.43910333388456,-1.8411777788892605,-0.13865908120119938,-2.0156732624822298,-2.8514079616278054,83.40831778066325
13,73.0,-0.8844991855630615,-1.8161148020124656,-2.265329678747646,2.808393157262753,-1.9714211187195816,-2.8514079616278054,82.71491911316778
14,76.0,-0.04306924028216363,-1.9869678441981236,-2.2839328322502066,0.7434517928968548,-1.9623695438590403,-2.8514079616278054,81.12412087701861
15,71.0,-0.701579632241125,-1.7640254598826919,-2.336021662057377,2.4675775922703234,-1.9603580827789195,-2.8514079616278054,81.96751756436689
16,72.0,-0.5552439895835776,-1.626509596660089,-2.1685932805343304,2.0265221552212953,-1.8939798671349481,-2.8514079616278054,81.88978545291633
17,78.0,-0.5918279002479668,-1.6515124808823807,-2.105342558625624,1.3047950764137983,-1.8487219928322398,-2.8514079616278054,81.46840503315968
18,85.0,-0.6284118109123529,-2.22032809693951,-1.5770129991528974,-0.49952262060494795,-1.8296131125710966,-2.8514079616278054,84.99738341559947
19,86.0,0.030098581046608407,-2.309921765402721,-1.666308135965189,0.8837876137760912,-1.8074870406897727,-2.8514079616278054,82.63127640855626
20,87.0,-0.22598879360409696,-1.4681579965855773,-1.9639585920061615,-0.7000023647181411,-1.7944125436689902,-1.7991396540573665,94.12394073835128
21,88.0,-0.00648532961777761,-1.8306998178088023,-1.5100416465436788,-0.4393786973709893,-1.7018853339834534,-2.8514079616278054,85.84703406297068
22,127.0,-3.04294991476188,-2.032806465272325,-2.0904600358235745,1.3448910252364363,-1.6777478010220097,-0.22073719270170833,110.58369520828913
23,97.0,0.761776794334345,-1.9036248967904859,-1.658866874564165,-3.887630296117925,-1.6375185794196019,-1.7991396540573665,105.9273942657837
24,92.0,1.164199811642601,-1.2264634491034272,-1.8486190402902847,-0.33913882531439266,-1.5993008188973157,-1.7991396540573665,96.81463631775105
25,77.0,-2.018600416159051,-1.984884270512933,-1.4505115553354841,0.5028760999610219,-1.5912549745768336,-2.8514079616278054,85.44915231086178
26,96.0,-1.2137543815425422,-1.5973395650674165,-1.4988797544421426,-1.4016814691143211,-1.5892435134967138,-1.7991396540573665,98.21247020327138
27,88.0,0.249602045032931,-1.5181637650301598,-1.87466345519387,1.5854667181722693,-1.5771747470159918,-2.8514079616278054,83.6728223808808
28,89.0,1.164199811642601,-1.3785643281223665,-1.8225746253866995,0.28234838143650787,-1.5701346332355706,-1.7991396540573665,95.54461273384024
29,93.0,0.9812802583206676,-0.8743394963061564,-1.785368318381578,-0.1988030044351563,-1.5681231721554498,-1.7991396540573665,96.77653067732476
30,94.0,1.5300389182864675,-1.193126270140372,-1.8374571481887485,0.6833078696628961,-1.5530372140545472,-1.7991396540573665,96.72555835864335
31,96.0,1.5666228289508568,-1.038941817436242,-1.781647687681066,-0.9606260320652931,-1.5520314835144873,-1.7991396540573665,100.10908099606081
32,98.0,0.9446963476562783,-0.9764346068805133,-1.9230316543005281,0.16206053496859227,-1.5520314835144873,-1.7991396540573665,95.55065208920817
33,97.0,2.4080527742317512,-0.6493135383055342,-1.8337365174882363,0.5830679976062995,-1.5409684475738246,-1.7991396540573665,101.7949059265624
34,90.0,0.8349446156631203,-1.6994346756417726,-1.5658511070513612,-0.21885097884647703,-1.5349340643334641,-1.7991396540573665,95.87966406431536
35,94.0,1.7861262929371762,-0.690985012009353,-1.785368318381578,0.5028760999610219,-1.5299054116331627,-1.7991396540573665,99.24100299801297
36,93.0,1.0544480796494395,-1.5640023861043613,-1.4839972316400936,-0.8603861600086965,-1.5198481062325615,-1.7991396540573665,98.53622481553248
37,96.0,0.5422733303480256,-1.5327487808264966,-1.5695717377518732,0.26230040702518886,-1.518842375692501,-1.7991396540573665,94.29131760960274
38,95.0,0.652025062341187,-1.311889970196256,-1.554689214949825,-0.17875503002383733,-1.5178366451524408,-1.7991396540573665,95.75563118908852
39,96.0,0.761776794334345,-1.3306421333629748,-1.320289480817559,0.3224443302591476,-1.51481945353226,-1.7991396540573665,95.73593807787913
40,94.0,1.127615900978215,-0.8639216278802022,-1.8225746253866995,1.0040754602440067,-1.5097908008319596,-1.7991396540573665,95.90665433183509
41,88.0,-0.33574052559725825,-1.4306536702521404,-1.7146763350718475,0.3224443302591476,-1.5097908008319596,-1.7991396540573665,92.77739174471108
42,95.0,1.5666228289508568,-0.7639100909910366,-1.7667651648790177,1.144411281123243,-1.5077793397518389,-1.7991396540573665,97.83105053107894
43,92.0,0.9081124369918923,-1.1681233859180804,-1.7742064262800419,-0.018371234733282015,-1.5007392259714176,-1.7991396540573665,95.88095052542036
44,92.0,0.1398503130397697,-1.6598467756231443,-1.5174829079447036,-0.33913882531439266,-1.5007392259714176,-1.7991396540573665,94.91312399634788
45,94.0,-0.11623706161093565,-1.428570096566949,-1.543527322848288,0.001676739678036952,-1.4997334954313577,-1.7991396540573665,93.9092881782652
46,92.0,0.1398503130397697,-1.124368338529071,-1.4095846176298508,-0.17875503002383733,-1.4987277648912978,-1.7991396540573665,95.3602919168425
47,97.0,1.3471193649645343,-0.7159878962316446,-1.8076921025846513,0.8837876137760912,-1.4987277648912978,-1.7991396540573665,97.17127168654972
48,93.0,0.213018134368545,-1.6015067124377982,-1.5770129991528974,0.7434517928968548,-1.497722034351237,-1.7991396540573665,92.96185364751784
49,91.0,0.46910550901925036,-1.6202588756045169,-1.5249241693457276,0.6432119208402581,-1.496716303811177,-1.7991396540573665,93.6743174792918
50,93.0,1.164199811642601,-1.0368582437510507,-1.6737493973662139,-0.31909085090307365,-1.4936991121909964,-1.7991396540573665,97.80064607015927
51,92.0,-0.18940488293971094,-1.5077458966042057,-1.4653940781375332,-0.0785151579672407,-1.4926933816509365,-1.7991396540573665,94.14700285056664
52,90.0,-0.11623706161093565,-1.1785412543440352,-1.5695717377518732,1.2045552043571999,-1.4926933816509365,-0.22073719270170833,111.39364805856049
53,93.0,0.1398503130397697,-1.3973164912890852,-1.5732923684523854,0.6432119208402581,-1.4916876511108763,-1.7991396540573665,93.22492871258906
54,85.0,-4.1038833240290975,-2.2953367496063843,-1.3984227255283146,0.7434517928968548,-1.4916876511108763,-1.7991396540573665,100.42589634453654
55,92.0,0.9812802583206676,-1.3723136070667936,-1.5286448000462398,-0.11861110678987864,-1.4916876511108763,-1.7991396540573665,96.65464890045273
56,94.0,1.4934550076220816,-1.1306190595846433,-1.8225746253866995,0.04177268850067667,-1.4916876511108763,-1.7991396540573665,97.79449422259387
57,95.0,0.9446963476562783,-1.2389648912145725,-1.3649370492237052,-1.5219693155822367,-1.4876647289506357,-0.22073719270170833,116.70586194192234
58,94.0,0.06668249171099767,-1.5890052703266522,-1.3537751571221683,-0.7400983135407809,-1.4866589984105751,-1.7991396540573665,96.49516218096267
59,83.0,-0.5918279002479668,-1.3827314754927484,-1.5100416465436788,-0.018371234733282015,-1.4826360762503343,-0.22073719270170833,112.32550779992329
60,93.0,0.10326640237538369,-1.5264980597709241,-1.5063210158431666,0.5229240743723408,-1.4806246151702145,-1.7991396540573665,93.32756948534336
61,94.0,1.3471193649645343,-0.9868524753064682,-1.7742064262800419,-0.33913882531439266,-1.4786131540900938,-1.7991396540573665,98.36853155597115
62,94.0,1.127615900978215,-1.2723020701776278,-1.7481620113764567,-0.09856313237855967,-1.4776074235500338,-1.7991396540573665,96.71707725735094
63,96.0,0.7251928836699589,-0.7576593699354635,-1.7295588578738956,0.26230040702518886,-1.476601693009974,-1.7991396540573665,95.88731914466524
64,86.0,-2.567359076124854,-1.797362638845747,-1.3909814641272897,-0.238898953257796,-1.475595962469913,-1.7991396540573665,97.70067089624331
65,93.0,1.0544480796494395,-1.118117617473498,-1.7556032727774808,0.5028760999610219,-1.475595962469913,-1.7991396540573665,95.7499701642838
66,94.0,0.213018134368545,-1.2014605648811356,-1.803971471884139,-0.05846718355592173,-1.475595962469913,-1.7991396540573665,94.28046317134167
67,97.0,0.46910550901925036,-1.6806825124750542,-1.4616734474370212,-0.5797145182502256,-1.4735845013897932,-1.7991396540573665,96.39331089855563
68,94.0,0.4325215983548643,-1.1431205016957895,-1.5472479535488008,1.405034948470395,-1.4735845013897932,-1.7991396540573665,94.14683240799634
69,94.0,1.8592941142659483,-0.9389302805470763,-1.703514442970311,-0.2789949020804339,-1.4715730403096725,-1.7991396540573665,100.52281559724634
70,94.0,-0.2991566149328722,-1.3952329176038938,-1.1491404685940003,-0.9806740064766138,-1.4705673097696126,-1.7991396540573665,97.63674633871308
71,99.0,1.5666228289508568,-0.6472299646203429,-1.7779270569805539,0.12196458614595432,-1.4695615792295527,-1.7991396540573665,99.14299262444254
72,92.0,-0.8113313642342862,-1.9869678441981236,-1.0672865931827327,0.3625402790817855,-1.467550118149432,-1.7991396540573665,94.14746089154863
73,95.0,0.3593537770260923,-1.4660744229003861,-1.3500545264216564,0.001676739678036952,-1.4645329265292513,-1.7991396540573665,95.18145746872307
74,98.0,1.6763745609440148,-0.8701723489357746,-1.7072350736708233,-0.3591867997257116,-1.4645329265292513,-1.7991396540573665,100.07088576654095
75,93.0,0.7983607049987342,-1.3348092807333565,-1.33889263432012,-0.49952262060494795,-1.4605100043690107,-1.7991396540573665,97.63927774435516
76,96.0,0.7251928836699589,-1.076446143769679,-1.7407207499754325,0.12196458614595432,-1.4544756211286494,-1.7991396540573665,95.46668636907822
77,97.0,0.761776794334345,-1.0660282753437242,-1.7556032727774808,0.02172471408935592,-1.445424046268108,-1.7991396540573665,95.76382242693276
78,90.0,0.1398503130397697,-1.4452386860484772,-1.3686576799242174,0.12196458614595432,-1.4403953935678067,-1.7991396540573665,94.57321158708152
79,96.0,0.249602045032931,-1.0160225068991409,-1.677470028066726,0.6031159720176185,-1.4353667408675062,-1.7991396540573665,94.05875594062559
80,98.0,1.0910319903138257,-1.1056161753623517,-1.677470028066726,-0.03841920914460099,-1.433355279787386,-1.7991396540573665,97.05621000981223
81,94.0,-0.4820761682548056,-1.5660859597895518,-1.4244671404318998,0.38258825349310627,-1.4313438187072656,-1.7991396540573665,93.3656818052554
82,98.0,0.7251928836699589,-1.3618957386408386,-1.68491128946775,-0.1988030044351563,-1.4303380881672054,-1.7991396540573665,95.87608288199596
83,98.0,-0.07965315094654964,-1.0181060805843323,-1.7146763350718475,0.5830679976062995,-1.428326627087085,-1.7991396540573665,93.57714261529873
84,99.0,1.5666228289508568,-0.8514201857690561,-1.7407207499754325,0.22220445820255094,-1.4273208965470248,-1.7991396540573665,98.77245602947434
85,100.0,-0.5918279002479668,-1.4244029491965673,-1.33889263432012,-0.05846718355592173,-1.4212865133066634,-1.7991396540573665,94.54583557632795
86,94.0,0.06668249171099767,-1.6390110387712353,-1.0040358712740263,-0.3591867997257116,-1.4202807827666035,-1.7991396540573665,96.54026160245661
87,100.0,-0.15282097227532493,-0.745157927824318,-1.7109557043713353,-0.17875503002383733,-1.4102234773660016,-1.7991396540573665,95.39420056049633
88,91.0,-1.4332578455288616,-1.4973280281782508,-1.33889263432012,0.3023963558478286,-1.4092177468259417,-1.7991396540573665,94.6585939076453
89,92.0,0.8349446156631203,-1.1306190595846433,-1.7109557043713353,0.8236436905421325,-1.4092177468259417,-1.7991396540573665,95.04986945635562
90,99.0,1.5300389182864675,-0.6951521593797348,-1.6477049824626286,0.6833078696628961,-1.4051948246657011,-1.7991396540573665,98.78467701414368
91,93.0,-0.11623706161093565,-1.3306421333629748,-1.0375215475786355,0.5028760999610219,-1.3981547108852797,-1.7991396540573665,94.8398644931891
92,99.0,1.2739515436357622,-0.984768901621277,-1.6030574140564826,-0.21885097884647703,-1.3961432498051591,-1.7991396540573665,98.57127280833821
93,91.0,-0.5552439895835776,-2.134901575846681,-1.3054069580155108,1.184507229945881,-1.395137519265099,-1.7991396540573665,92.85988684163706
94,92.0,-0.3723244362616443,-1.6098410071785618,-0.99287397917249,-0.1988030044351563,-1.394131788725039,-1.7991396540573665,95.80174603985714
95,87.0,-1.8722647735015034,-2.1161494126799627,-1.3500545264216564,1.7057545646401848,-1.3931260581849785,-1.7991396540573665,94.61295128570796
96,96.0,0.6154411516767977,-0.7430743541391268,-1.6551462438636528,1.7458505134628246,-1.3790458306241358,-1.7991396540573665,95.8464338137045
97,97.0,1.639790650279629,-1.2868870859739645,-1.6142193061580195,-0.15870705561251836,-1.3780401000840758,-1.7991396540573665,99.39347637680693
98,94.0,0.761776794334345,-0.8639216278802022,-1.7295588578738956,1.7658984878741435,-1.3720057168437145,-1.7991396540573665,95.70709253209506
99,96.0,-0.11623706161093565,-0.868088775250584,-1.68491128946775,0.8436916649534514,-1.3699942557635947,-1.7991396540573665,93.98433592611859
100,98.0,1.2007837223069868,-1.026440375325096,-1.536086061447264,0.04177268850067667,-1.3629541419831732,-1.7991396540573665,98.0413881907212
101,99.0,1.127615900978215,-1.0868640121956332,-1.558409845650337,-0.13865908120119938,-1.3569197587428121,-1.7991396540573665,97.96394088723086
102,94.0,0.213018134368545,-0.9764346068805133,-1.4914384930411184,1.665658615817547,-1.355914028202752,-1.7991396540573665,94.86099407768532
103,93.0,-0.26257270426848295,-2.347426091736158,-0.8812550581571251,-0.15870705561251836,-1.3528968365825713,-1.7991396540573665,96.36094611510123
